City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
418,Hobyo,SO,77.83,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
419,Ahuimanu,US,82.4,clear sky,21.4447,-157.8378,Paradise Bay Resort
420,Maceio,BR,77.0,few clouds,-9.6658,-35.7353,Poutur Pousada
421,Luis Correia,BR,79.09,overcast clouds,-2.8792,-41.6669,Hotel Amarração
422,Ende,ID,81.32,scattered clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
424,Puerto Leguizamo,CO,71.85,light rain,-0.1934,-74.7819,la casona de juancho
425,Gao,ML,82.11,scattered clouds,16.6362,1.637,
426,Qeshm,IR,69.8,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
429,Acapulco,MX,84.2,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
435,Lakhtar,IN,67.71,clear sky,22.85,71.7833,Firdaus Society
437,Vao,NC,75.27,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
438,Taoudenni,ML,69.57,clear sky,22.6783,-3.9836,
439,Valparaiso,CL,69.8,clear sky,-33.0393,-71.6273,Hotel Ultramar
442,Port Hedland,AU,84.2,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
443,Praia,CV,68.0,clear sky,14.9215,-23.5087,LT Aparthotel
444,Bonthe,SL,78.39,clear sky,7.5264,-12.505,Bonthe Holiday Village
447,Nelson Bay,AU,78.01,moderate rain,-32.7167,152.15,Mantra Nelson Bay
449,Charters Towers,AU,80.65,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
450,San Vicente,AR,66.51,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
451,Quatre Cocos,MU,78.01,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
452,Guarapari,BR,82.0,heavy intensity rain,-20.6667,-40.4975,Hotel Porto do Sol
453,Nago,JP,68.0,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
455,Mazamari,PE,72.64,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
457,Salinopolis,BR,78.33,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
458,Belmonte,BR,78.8,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
463,Banjar,ID,79.7,overcast clouds,-8.19,114.9675,The Hamsa Resort
466,Victor Harbor,AU,68.0,scattered clouds,-35.5667,138.6167,McCracken Country Club
467,Cayenne,GF,79.0,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
470,Catamarca,AR,70.0,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
471,Kieta,PG,82.63,light rain,-6.2167,155.6333,Uruna Bay Retreat
473,Richards Bay,ZA,73.04,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
475,Kaeo,NZ,71.01,scattered clouds,-35.1,173.7833,Bushido Lodge
482,Port Blair,IN,79.11,clear sky,11.6667,92.75,Welcomhotel Bay Island Port Blair
483,Buala,SB,84.76,light rain,-8.145,159.5921,Maringe Lagoon Lodge
485,Lagunas,PE,72.84,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
486,Sorong,ID,82.42,overcast clouds,-0.8833,131.25,The Waigo Hotel
487,San Rafael,AR,86.41,scattered clouds,-34.6177,-68.3301,Hotel San Rafael
489,Agnibilekrou,CI,74.97,overcast clouds,7.1344,-3.2047,"J'AIME ATTOBRO, (Mon Village)"
490,Cockburn Town,TC,78.8,few clouds,21.4612,-71.1419,Osprey Beach Hotel
493,Coahuayana,MX,84.2,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
499,Manicore,BR,78.19,broken clouds,-5.8092,-61.3003,Hotel Durval
500,Manaure,CO,81.36,broken clouds,11.7751,-72.4445,Hotel Palaaima
501,Gladstone,AU,82.4,light rain,-23.85,151.25,Highpoint International
508,Chhapar,IN,71.04,clear sky,27.8167,74.4,Tal Chhapar Forest Rest House
511,Ranong,TH,71.6,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
512,Kalianget,ID,79.38,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
514,Ariquemes,BR,76.91,broken clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
516,Khao Yoi,TH,77.0,clear sky,13.2403,99.8243,เปิ้ล ทำเบาะ
520,Asosa,ET,68.74,scattered clouds,10.0667,34.5333,Blendana Hotel Assosa
521,Anloga,GH,84.2,few clouds,5.7947,0.8973,Pin Drop Hotel
523,Roebourne,AU,83.3,clear sky,-20.7833,117.1333,Harding River Caravan Park
525,Meulaboh,ID,76.01,overcast clouds,4.1363,96.1285,Kost Pria
526,Lakes Entrance,AU,73.99,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
527,Kapit,MY,74.23,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
528,Kasongo-Lunda,CD,69.39,light rain,-6.4667,16.8167,
529,Mecca,SA,74.8,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
531,Amahai,ID,81.72,scattered clouds,-3.3333,128.9167,HOTEL ISABELA
533,Phan Thiet,VN,74.41,scattered clouds,10.9333,108.1,Hotel Saigon-PT
536,Aguia Branca,BR,75.47,overcast clouds,-18.9831,-40.7403,Hotel Universal
539,Harper,LR,79.0,scattered clouds,4.375,-7.7169,Screensaver
545,Wahiawa,US,82.4,few clouds,21.5028,-158.0236,Aloha Wahiawa
546,Tucumcari,US,71.6,clear sky,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
550,Porto Walter,BR,74.57,light rain,-8.2686,-72.7439,Secretaria de saúde
552,Mana,GF,77.52,scattered clouds,5.6592,-53.7767,LE SAMANA
555,Champerico,GT,87.8,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
556,Mayumba,GA,77.54,scattered clouds,-3.432,10.6554,LIKWALE LODGE
557,Bebedouro,BR,68.63,overcast clouds,-20.9494,-48.4792,Hotel Real Garden
565,Gewane,ET,70.59,clear sky,10.1664,40.6453,
567,Sao Filipe,CV,70.18,clear sky,14.8961,-24.4956,Tortuga B&B
570,Antofagasta,CL,68.0,scattered clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
571,Chaves,US,71.6,clear sky,33.3834,-104.4505,Red Barn RV Park
572,Vieques,PR,82.4,few clouds,18.425,-65.8329,Melia Coco Beach
574,Dogondoutchi,NE,82.13,overcast clouds,13.6393,4.0287,Hôtel Alheri Maison Alheri
575,Pisco,PE,75.2,moderate rain,-13.7,-76.2167,Hotel San Isidro Oficial
576,Barao De Melgaco,BR,78.8,broken clouds,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
577,Bull Savanna,JM,75.49,scattered clouds,17.8868,-77.5902,Big Red's
581,Kruisfontein,ZA,66.0,scattered clouds,-34.0033,24.7314,Oyster Bay House Rental
592,Marawi,PH,74.41,overcast clouds,7.9986,124.2928,Derogongan Residence
593,Sambava,MG,75.83,overcast clouds,-14.2667,50.1667,Melrose
594,Ewa Beach,US,82.4,few clouds,21.3156,-158.0072,Uncle Junior Robert
595,Morondava,MG,75.72,clear sky,-20.2833,44.2833,La Case Bambou
596,Bilma,NE,71.06,clear sky,18.6853,12.9164,Expeditions Ténére voyages
597,Machaneng,BW,73.49,few clouds,-23.1862,27.4886,
598,Nioro,GM,79.92,clear sky,13.35,-15.75,
601,Yambio,SS,76.42,overcast clouds,4.5721,28.3955,Naivasha Hotel
602,Gizo,SB,84.11,overcast clouds,-8.103,156.8419,Imagination Island
603,Young,UY,77.0,clear sky,-32.6833,-57.6333,Posada Gira el Sol
608,Quang Ngai,VN,73.62,broken clouds,15.1167,108.8,Central Hotel
610,Sao Joao Dos Patos,BR,73.02,broken clouds,-6.495,-43.7022,Montesino Hotel & Restaurante
615,General Salgado,BR,69.71,scattered clouds,-20.6483,-50.3606,TUTU HOTEL
616,Bang Saphan,TH,75.2,scattered clouds,11.2126,99.5117,Ladawan Boutique Hotel
618,Yeppoon,AU,86.0,scattered clouds,-23.1333,150.7333,Villa Mar Colina
622,Isla Mujeres,MX,77.0,scattered clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
623,Brokopondo,SR,77.99,overcast clouds,4.75,-55.1667,Matu Island
624,Chimbote,PE,74.55,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
628,Pahrump,US,72.0,overcast clouds,36.2083,-115.9839,Best Western Pahrump Oasis
629,Fare,PF,82.58,overcast clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
630,Mahajanga,MG,77.0,moderate rain,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
636,San Ignacio,BZ,80.6,broken clouds,17.1561,-89.0714,Rainforest Haven Inn
641,Taltal,CL,67.19,few clouds,-25.4,-70.4833,Residencial Karime
642,Basse-Pointe,MQ,78.8,broken clouds,14.8695,-61.115,Residence HYBRIDES
644,Tahoua,NE,81.36,broken clouds,14.8888,5.2692,Bungalows Guesthouse
650,Azul,AR,80.01,moderate rain,-36.777,-59.8585,Cabañas Dulcinea
652,Umkomaas,ZA,75.99,broken clouds,-30.2067,30.7978,Umkomaas Guest House
656,Kuruman,ZA,67.91,clear sky,-27.4524,23.4325,Cornerstone Guest House
658,Santa Rosa,PH,80.01,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
659,Tamandare,BR,78.84,clear sky,-8.7597,-35.1047,Pousada 100 Passos
665,Mahanoro,MG,74.82,few clouds,-19.9,48.8,BUNGALOW MAHAMANINA
667,Sompeta,IN,72.01,clear sky,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
668,Dwarka,IN,74.73,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
669,Mildura,AU,68.0,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
673,Fayaoue,NC,78.44,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
674,Kawardha,IN,66.74,clear sky,22.0167,81.25,STARiHOTELS Raipur Road kawardha
676,Ugoofaaru,MV,82.72,few clouds,5.6667,73.0,Ungoofaaru Inn
678,Twentynine Palms,US,75.99,clear sky,34.1356,-116.0542,Holiday Inn Express & Suites Twentynine Palms- Joshua Tree
680,Itapaci,BR,71.1,broken clouds,-14.9508,-49.5494,Gold Pallace Hotel
