City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Sola,VU,2021-03-07 23:45:17,-13.8833,167.55,86.0,84,40,9.62,scattered clouds
260,Tasiilaq,GL,2021-03-07 23:47:58,65.6145,-37.6368,33.8,100,90,37.98,snow
261,Yining,CN,2021-03-07 23:47:58,29.0361,114.5636,46.4,85,99,3.47,moderate rain
262,Hasaki,JP,2021-03-07 23:47:59,35.7333,140.8333,43.0,87,75,12.66,broken clouds
263,Isangel,VU,2021-03-07 23:47:59,-19.55,169.2667,82.4,69,20,4.61,few clouds
264,Enderby,GB,2021-03-07 23:48:00,52.5878,-1.2062,39.0,92,0,3.67,clear sky
265,Estelle,US,2021-03-07 23:48:00,29.8458,-90.1067,64.4,32,1,5.75,clear sky
266,Yulara,AU,2021-03-07 23:48:01,-25.2406,130.9889,75.2,46,0,11.5,clear sky
267,Egvekinot,RU,2021-03-07 23:48:01,66.3167,-179.1667,13.6,98,100,4.52,snow
268,Sulangan,PH,2021-03-07 23:48:02,11.1373,123.7228,80.78,76,82,16.31,broken clouds
269,Umea,SE,2021-03-07 23:48:03,63.8284,20.2597,21.99,63,0,8.05,clear sky
270,Korhogo,CI,2021-03-07 23:48:03,9.45,-5.6333,80.44,59,97,4.97,overcast clouds
271,Fredericksburg,US,2021-03-07 23:48:04,38.3032,-77.4605,46.4,24,1,3.44,clear sky
272,Hambantota,LK,2021-03-07 23:48:04,6.1241,81.1185,77.85,84,32,11.05,scattered clouds
273,Phek,IN,2021-03-07 23:48:05,25.6667,94.5,40.64,82,44,1.99,scattered clouds
274,Kautokeino,NO,2021-03-07 23:48:05,69.0125,23.0412,7.61,89,98,4.27,overcast clouds
275,Laguna,US,2021-03-07 23:48:06,38.421,-121.4238,64.99,27,1,6.91,clear sky
276,Luganville,VU,2021-03-07 23:48:06,-15.5333,167.1667,84.38,66,77,7.36,light rain
277,Dikson,RU,2021-03-07 23:48:06,73.5069,80.5464,-19.21,87,99,9.71,overcast clouds
278,Poronaysk,RU,2021-03-07 23:48:03,49.2167,143.1167,7.97,91,1,1.59,clear sky
279,Khatanga,RU,2021-03-07 23:48:07,71.9667,102.5,-31.56,85,88,5.44,overcast clouds
280,Komsomolskiy,UZ,2021-03-07 23:48:07,40.4272,71.7189,39.2,81,47,4.61,mist
281,Mackenzie,CA,2021-03-07 23:45:09,55.2999,-123.1698,35.6,60,90,4.61,overcast clouds
282,Lavrentiya,RU,2021-03-07 23:48:08,65.5833,-171.0,32.18,98,100,32.79,snow
283,Tonosho,JP,2021-03-07 23:44:07,34.4833,134.1833,46.99,93,75,2.3,broken clouds
284,Mungwi,ZM,2021-03-07 23:48:08,-10.1732,31.3694,62.94,100,100,3.96,moderate rain
285,Bengkulu,ID,2021-03-07 23:47:56,-3.8004,102.2655,74.44,88,87,3.87,moderate rain
286,Kutum,SD,2021-03-07 23:48:09,14.2,24.6667,60.3,22,10,10.76,clear sky
287,Dakar,SN,2021-03-07 23:46:07,14.6937,-17.4441,66.2,82,0,11.5,clear sky
288,Redlands,US,2021-03-07 23:48:10,34.0556,-117.1825,66.99,39,75,4.61,haze
289,Mugla,TR,2021-03-07 23:48:11,37.2303,28.3557,48.2,49,0,10.36,clear sky
290,Haines Junction,CA,2021-03-07 23:48:11,60.7522,-137.5108,24.8,46,100,6.91,overcast clouds
291,San Ramon,US,2021-03-07 23:48:12,37.7799,-121.978,64.99,41,1,8.05,clear sky
292,Kiama,AU,2021-03-07 23:44:55,-34.6833,150.8667,75.99,73,58,11.99,broken clouds
293,Mombetsu,JP,2021-03-07 23:48:12,44.3525,143.3525,23.0,65,34,5.99,scattered clouds
294,Baghdad,IQ,2021-03-07 23:48:13,33.3406,44.4009,55.4,50,0,8.05,clear sky
295,Athabasca,CA,2021-03-07 23:48:13,54.7169,-113.2854,44.6,36,100,4.61,overcast clouds
296,Hamilton,US,2021-03-07 23:44:52,39.1834,-84.5333,48.99,21,1,4.61,clear sky
297,Sioux Lookout,CA,2021-03-07 23:48:14,50.1001,-91.917,46.4,46,75,9.22,broken clouds
298,Cape Canaveral,US,2021-03-07 23:48:14,28.4058,-80.6048,60.8,51,1,14.97,clear sky
299,Port Lincoln,AU,2021-03-07 23:44:29,-34.7333,135.8667,64.35,65,16,15.9,few clouds
300,Ganzhou,CN,2021-03-07 23:48:15,28.8184,115.4327,46.78,84,56,4.29,light rain
301,Vallenar,CL,2021-03-07 23:48:15,-28.5708,-70.7581,68.4,63,0,2.68,clear sky
302,Weligama,LK,2021-03-07 23:48:15,5.9667,80.4167,76.08,86,86,6.8,light rain
303,Barcelos,PT,2021-03-07 23:48:16,41.5388,-8.6151,48.0,93,1,5.75,clear sky
304,Itupiranga,BR,2021-03-07 23:48:16,-5.1347,-49.3267,75.76,92,63,3.02,broken clouds
305,Te Anau,NZ,2021-03-07 23:48:17,-45.4167,167.7167,56.89,49,70,0.58,broken clouds
306,Ostrovnoy,RU,2021-03-07 23:48:17,68.0531,39.5131,0.3,92,100,9.04,overcast clouds
307,Abong Mbang,CM,2021-03-07 23:48:18,3.9833,13.1833,69.96,85,69,3.89,broken clouds
308,Ancud,CL,2021-03-07 23:44:30,-41.8697,-73.8203,62.6,59,0,10.36,clear sky
309,The Valley,AI,2021-03-07 23:48:18,18.217,-63.0578,79.0,78,75,14.97,broken clouds
310,Praia Da Vitoria,PT,2021-03-07 23:48:19,38.7333,-27.0667,61.0,100,75,16.35,mist
311,Mahibadhoo,MV,2021-03-07 23:48:20,3.7833,72.9667,82.99,67,14,6.13,few clouds
312,Hay River,CA,2021-03-07 23:45:09,60.8156,-115.7999,15.8,67,59,11.5,broken clouds
313,Ryazan,RU,2021-03-07 23:48:21,54.6197,39.74,17.01,84,55,11.52,broken clouds
314,Acajutla,SV,2021-03-07 23:45:27,13.5928,-89.8275,87.8,30,20,8.05,few clouds
315,Rantepao,ID,2021-03-07 23:48:21,-2.9701,119.8978,70.59,84,100,0.76,overcast clouds
316,Nuevo Casas Grandes,MX,2021-03-07 23:48:22,30.4167,-107.9167,73.99,14,28,3.0,scattered clouds
317,San Antonio,US,2021-03-07 23:43:50,29.4241,-98.4936,69.8,40,75,8.05,broken clouds
318,Hervey Bay,AU,2021-03-07 23:48:24,-25.2986,152.8535,84.0,54,40,9.22,scattered clouds
319,Padang,ID,2021-03-07 23:48:24,-0.9492,100.3543,73.4,94,75,2.3,broken clouds
320,Iqaluit,CA,2021-03-07 23:48:25,63.7506,-68.5145,-2.2,71,90,8.05,light snow
321,Khash,IR,2021-03-07 23:48:25,28.2211,61.2158,46.36,49,0,3.65,clear sky
322,Arona,ES,2021-03-07 23:48:26,28.0996,-16.681,64.0,67,20,6.91,few clouds
323,Maarianhamina,AX,2021-03-07 23:48:26,60.0973,19.9348,28.4,54,20,18.41,few clouds
324,Xichang,CN,2021-03-07 23:48:27,27.8964,102.2634,46.04,71,1,0.6,clear sky
325,Sycow,PL,2021-03-07 23:48:27,51.3081,17.7198,35.6,64,75,14.97,light snow
326,Campoverde,PE,2021-03-07 23:48:27,-8.4753,-74.8058,75.24,97,99,2.77,moderate rain
327,Carnarvon,AU,2021-03-07 23:48:28,-24.8667,113.6333,77.0,100,0,5.75,clear sky
328,Oranjemund,NA,2021-03-07 23:48:28,-28.55,16.4333,62.37,93,4,3.42,clear sky
329,Santiago Del Estero,AR,2021-03-07 23:48:29,-27.7951,-64.2615,77.81,42,0,1.68,clear sky
330,Havelock,US,2021-03-07 23:46:03,34.8791,-76.9013,46.4,57,1,10.36,clear sky
331,Wanning,CN,2021-03-07 23:48:29,18.8003,110.3967,73.13,90,14,7.56,few clouds
332,Alofi,NU,2021-03-07 23:48:30,-19.0595,-169.9187,82.4,18,75,9.22,light rain
333,Moose Factory,CA,2021-03-07 23:48:30,51.2585,-80.6094,14.0,37,1,6.91,clear sky
334,Poum,NC,2021-03-07 23:48:30,-20.2333,164.0167,78.67,74,12,8.03,few clouds
335,Portree,GB,2021-03-07 23:48:31,57.4129,-6.1942,44.01,93,100,4.0,overcast clouds
336,Payo,ID,2021-03-07 23:48:32,-3.7508,103.6372,71.26,86,82,0.76,broken clouds
337,Zhigansk,RU,2021-03-07 23:48:32,66.7697,123.3711,-11.18,89,100,10.94,overcast clouds
338,Poitiers,FR,2021-03-07 23:48:33,46.5833,0.3333,43.0,61,0,9.22,clear sky
339,Bardiyah,LY,2021-03-07 23:48:33,31.7561,25.0865,60.04,60,0,10.56,clear sky
340,Tual,ID,2021-03-07 23:48:33,-5.6667,132.75,82.92,77,90,12.57,overcast clouds
341,Muscle Shoals,US,2021-03-07 23:46:40,34.7448,-87.6675,62.6,23,1,2.86,clear sky
342,Coquimbo,CL,2021-03-07 23:48:34,-29.9533,-71.3436,62.6,88,75,9.22,broken clouds
343,Geraldton,AU,2021-03-07 23:48:35,-28.7667,114.6,80.6,50,0,17.27,clear sky
344,Faya,SA,2021-03-07 23:48:35,18.3851,42.4509,59.0,58,0,5.75,clear sky
345,Itaituba,BR,2021-03-07 23:48:36,-4.2761,-55.9836,84.2,74,20,1.7,few clouds
346,Micoud,LC,2021-03-07 23:48:37,13.8167,-60.9,80.6,69,20,18.41,few clouds
347,Nishihara,JP,2021-03-07 23:48:37,26.1842,127.7558,69.8,77,75,3.44,broken clouds
348,Henties Bay,NA,2021-03-07 23:48:38,-22.116,14.2845,66.61,75,2,4.14,clear sky
349,Mahon,ES,2021-03-07 23:48:39,39.8885,4.2658,51.8,93,90,12.66,overcast clouds
350,Tautira,PF,2021-03-07 23:48:40,-17.7333,-149.15,80.6,83,75,14.97,broken clouds
351,Bodinayakkanur,IN,2021-03-07 23:48:40,10.0167,77.35,70.23,82,3,2.75,clear sky
352,Erenhot,CN,2021-03-07 23:48:41,43.6475,111.9767,28.4,83,0,3.91,clear sky
353,Longyearbyen,SJ,2021-03-07 23:45:19,78.2186,15.6401,6.8,66,20,11.5,few clouds
354,Peniche,PT,2021-03-07 23:48:41,39.3558,-9.3811,53.01,72,70,8.01,broken clouds
355,Margate,GB,2021-03-07 23:45:07,51.3813,1.3862,37.99,71,0,1.01,clear sky
356,Kavaratti,IN,2021-03-07 23:48:43,10.5669,72.642,81.52,71,4,6.46,clear sky
357,Tromso,NO,2021-03-07 23:48:44,69.6496,18.957,24.8,80,100,10.36,light snow
358,Korla,CN,2021-03-07 23:48:44,41.7597,86.1469,40.33,66,100,2.73,overcast clouds
359,Mezen,RU,2021-03-07 23:48:44,65.8522,44.24,-19.52,87,1,6.53,clear sky
360,Orsha,BY,2021-03-07 23:48:44,54.5153,30.4053,21.18,94,39,12.03,scattered clouds
361,Severo-Kurilsk,RU,2021-03-07 23:48:45,50.6789,156.125,16.34,92,97,28.72,light snow
362,Carballo,ES,2021-03-07 23:48:45,43.213,-8.691,45.0,76,0,4.61,clear sky
363,Kysyl-Syr,RU,2021-03-07 23:48:45,63.8986,122.7617,-10.61,89,100,9.4,overcast clouds
364,Sawtell,AU,2021-03-07 23:48:46,-30.3833,153.1,81.0,65,39,10.36,scattered clouds
365,Klichka,RU,2021-03-07 23:48:46,50.4457,117.996,6.89,96,52,2.57,broken clouds
366,Linhares,BR,2021-03-07 23:48:47,-19.3911,-40.0722,75.11,95,97,4.43,moderate rain
367,Sao Felix Do Xingu,BR,2021-03-07 23:48:47,-6.6447,-51.995,73.8,93,96,1.07,moderate rain
368,Duncan,US,2021-03-07 23:48:47,34.5023,-97.9578,64.4,24,1,17.27,clear sky
369,Vitim,RU,2021-03-07 23:48:48,59.4511,112.5578,20.32,95,91,11.54,light snow
370,Freeport,US,2021-03-07 23:48:48,40.6576,-73.5832,39.2,38,1,8.05,clear sky
371,Oktyabrskiy,RU,2021-03-07 23:48:49,54.4815,53.471,13.95,95,100,16.69,light snow
372,Ilulissat,GL,2021-03-07 23:48:50,69.2167,-51.1,17.6,73,75,9.22,broken clouds
373,Seoul,KR,2021-03-07 23:47:04,37.5683,126.9778,33.8,93,0,2.3,mist
374,Price,US,2021-03-07 23:48:50,39.5994,-110.8107,60.8,17,1,7.85,clear sky
375,Sheopur,IN,2021-03-07 23:48:51,25.6667,76.7,68.41,27,0,3.74,clear sky
376,Ilhabela,BR,2021-03-07 23:46:27,-23.7781,-45.3581,73.92,84,93,5.86,overcast clouds
377,Beipiao,CN,2021-03-07 23:48:51,41.7919,120.7792,29.19,88,57,4.09,broken clouds
378,Cabudare,VE,2021-03-07 23:48:52,10.0289,-69.0894,74.95,82,15,6.13,few clouds
379,Bahia Blanca,AR,2021-03-07 23:48:52,-38.7196,-62.2724,75.34,57,100,12.75,overcast clouds
380,Moroni,KM,2021-03-07 23:48:53,-11.7022,43.2551,79.52,78,84,11.39,broken clouds
381,San Cristobal,VE,2021-03-07 23:46:37,7.7669,-72.225,80.6,74,75,2.3,broken clouds
382,Hingoli,IN,2021-03-07 23:48:54,19.7167,77.15,73.58,21,0,6.11,clear sky
383,Hofn,IS,2021-03-07 23:48:54,64.2539,-15.2082,37.98,75,23,6.44,few clouds
384,Simbahan,PH,2021-03-07 23:48:55,6.3032,120.5836,81.21,79,77,12.68,broken clouds
385,Mosquera,CO,2021-03-07 23:46:28,4.7059,-74.2302,59.0,88,75,4.61,broken clouds
386,Puteyets,RU,2021-03-07 23:48:56,65.1716,57.091,-20.61,88,85,4.25,overcast clouds
387,Kedrovoye,RU,2021-03-07 23:48:56,57.1576,60.5698,-13.0,84,7,2.24,fog
388,Yerbogachen,RU,2021-03-07 23:48:57,61.2767,108.0108,11.48,94,91,11.39,overcast clouds
389,Ellon,GB,2021-03-07 23:48:57,57.3641,-2.0731,42.8,93,90,2.3,moderate rain
390,Manjacaze,MZ,2021-03-07 23:48:58,-24.7117,33.8828,67.39,90,4,2.89,clear sky
391,Bama,NG,2021-03-07 23:48:59,11.5221,13.6856,69.75,21,57,4.65,broken clouds
392,Kelo,TD,2021-03-07 23:49:00,9.3086,15.8066,77.22,17,6,5.14,clear sky
393,Itarema,BR,2021-03-07 23:49:00,-2.9248,-39.9167,78.35,87,93,11.07,overcast clouds
394,Manakara,MG,2021-03-07 23:49:01,-22.1333,48.0167,73.13,89,13,7.4,few clouds
395,Aldan,RU,2021-03-07 23:49:01,58.6031,125.3894,10.42,93,100,11.81,overcast clouds
396,Bukan,IR,2021-03-07 23:49:02,36.521,46.2089,38.64,72,14,4.36,few clouds
397,Nefteyugansk,RU,2021-03-07 23:49:02,61.0998,72.6035,6.8,85,40,2.24,light snow
398,Camacha,PT,2021-03-07 23:49:03,33.0833,-16.3333,59.0,100,75,12.66,broken clouds
399,Dingli,MT,2021-03-07 23:49:03,35.8614,14.3822,57.2,82,75,16.11,broken clouds
400,Norman Wells,CA,2021-03-07 23:49:03,65.282,-126.8329,1.4,66,75,24.16,broken clouds
401,Mazatlan,MX,2021-03-07 23:49:04,23.2167,-106.4167,80.6,32,20,10.36,few clouds
402,Rio Grande,BR,2021-03-07 23:49:04,-32.035,-52.0986,72.0,82,0,10.78,clear sky
403,Turkistan,KZ,2021-03-07 23:49:05,43.0,68.0,45.55,69,82,9.55,broken clouds
404,Nizwa,OM,2021-03-07 23:49:05,22.9333,57.5333,64.18,32,0,1.19,clear sky
405,Ambilobe,MG,2021-03-07 23:49:06,-13.2,49.05,74.52,97,100,3.31,heavy intensity rain
406,Tete,MZ,2021-03-07 23:49:06,-16.1564,33.5867,71.6,100,0,3.24,clear sky
407,San Miguel De Cauri,PE,2021-03-07 23:49:07,-10.1,-76.5833,47.39,85,98,4.07,overcast clouds
408,Unity,CA,2021-03-07 23:49:07,52.4501,-109.1682,31.1,96,98,6.38,overcast clouds
409,Batagay-Alyta,RU,2021-03-07 23:49:07,67.8006,130.4114,-13.34,81,100,2.3,overcast clouds
410,Olafsvik,IS,2021-03-07 23:49:07,64.8945,-23.7142,40.62,74,99,17.0,overcast clouds
411,Palmira,CO,2021-03-07 23:49:08,3.5394,-76.3036,78.8,69,40,9.22,scattered clouds
412,Cairns,AU,2021-03-07 23:49:08,-16.9167,145.7667,84.2,70,40,4.61,scattered clouds
413,Great Falls,US,2021-03-07 23:47:36,47.5002,-111.3008,51.01,25,1,23.02,clear sky
414,Tura,IN,2021-03-07 23:45:23,25.5198,90.2201,63.88,46,0,3.18,clear sky
415,San Felipe,VE,2021-03-07 23:49:09,10.3399,-68.7425,72.19,90,65,4.38,broken clouds
416,Adelanto,US,2021-03-07 23:49:10,34.5828,-117.4092,66.99,14,100,5.99,overcast clouds
417,Byron Bay,AU,2021-03-07 23:49:11,-28.65,153.6167,78.8,65,40,6.91,scattered clouds
418,Hobyo,SO,2021-03-07 23:49:11,5.3505,48.5268,77.83,79,28,14.79,scattered clouds
419,Ahuimanu,US,2021-03-07 23:49:12,21.4447,-157.8378,82.4,61,1,10.36,clear sky
420,Maceio,BR,2021-03-07 23:48:07,-9.6658,-35.7353,77.0,88,20,5.75,few clouds
421,Luis Correia,BR,2021-03-07 23:49:13,-2.8792,-41.6669,79.09,82,92,10.6,overcast clouds
422,Ende,ID,2021-03-07 23:49:13,-8.8432,121.6623,81.32,74,27,1.59,scattered clouds
423,Klaksvik,FO,2021-03-07 23:49:14,62.2266,-6.589,41.0,100,75,1.14,broken clouds
424,Puerto Leguizamo,CO,2021-03-07 23:49:14,-0.1934,-74.7819,71.85,98,100,2.15,light rain
425,Gao,ML,2021-03-07 23:49:15,16.6362,1.637,82.11,15,27,8.95,scattered clouds
426,Qeshm,IR,2021-03-07 23:49:15,26.9581,56.2719,69.8,73,0,4.61,clear sky
427,Staryy Nadym,RU,2021-03-07 23:49:15,65.6118,72.6842,-8.23,91,99,8.37,overcast clouds
428,Genhe,CN,2021-03-07 23:45:04,50.7833,121.5167,9.03,94,63,2.33,broken clouds
429,Acapulco,MX,2021-03-07 23:48:35,16.8634,-99.8901,84.2,70,20,10.36,few clouds
430,Guilin,CN,2021-03-07 23:45:08,25.2819,110.2864,50.0,87,90,6.71,overcast clouds
431,Staicele,LV,2021-03-07 23:49:18,57.8364,24.75,23.0,89,82,4.0,broken clouds
432,Vidim,RU,2021-03-07 23:49:18,56.4088,103.1106,11.05,94,100,10.96,overcast clouds
433,Ritterhude,DE,2021-03-07 23:49:19,53.1811,8.7216,35.6,93,75,5.75,broken clouds
434,Paamiut,GL,2021-03-07 23:49:19,61.994,-49.6678,27.97,97,98,7.4,overcast clouds
435,Lakhtar,IN,2021-03-07 23:49:20,22.85,71.7833,67.71,74,0,8.14,clear sky
436,Grande Prairie,CA,2021-03-07 23:47:37,55.1667,-118.8027,37.4,52,75,0.65,broken clouds
437,Vao,NC,2021-03-07 23:49:21,-22.6667,167.4833,75.27,75,27,16.35,scattered clouds
438,Taoudenni,ML,2021-03-07 23:49:21,22.6783,-3.9836,69.57,22,0,9.06,clear sky
439,Valparaiso,CL,2021-03-07 23:49:21,-33.0393,-71.6273,69.8,60,0,13.8,clear sky
440,Beni,CD,2021-03-07 23:49:22,0.5,29.4667,62.89,94,96,2.04,overcast clouds
441,Forestville,US,2021-03-07 23:49:22,38.8451,-76.875,44.6,26,1,5.75,clear sky
442,Port Hedland,AU,2021-03-07 23:49:23,-20.3167,118.5667,84.2,70,40,9.22,scattered clouds
443,Praia,CV,2021-03-07 23:49:23,14.9215,-23.5087,68.0,73,0,21.85,clear sky
444,Bonthe,SL,2021-03-07 23:49:24,7.5264,-12.505,78.39,87,2,4.52,clear sky
445,La Ronge,CA,2021-03-07 23:49:24,55.1001,-105.2842,44.6,42,29,3.44,scattered clouds
446,Vredendal,ZA,2021-03-07 23:49:25,-31.6683,18.5012,64.06,69,58,13.42,broken clouds
447,Nelson Bay,AU,2021-03-07 23:49:25,-32.7167,152.15,78.01,73,0,5.75,moderate rain
448,Boguchany,RU,2021-03-07 23:49:26,58.3814,97.4531,8.67,93,95,6.2,overcast clouds
449,Charters Towers,AU,2021-03-07 23:49:26,-20.1,146.2667,80.65,58,25,15.55,scattered clouds
450,San Vicente,AR,2021-03-07 23:49:26,-26.6167,-54.1333,66.51,75,0,3.44,clear sky
451,Quatre Cocos,MU,2021-03-07 23:49:27,-20.2078,57.7625,78.01,88,40,4.61,scattered clouds
452,Guarapari,BR,2021-03-07 23:49:27,-20.6667,-40.4975,82.0,94,90,6.91,heavy intensity rain
453,Nago,JP,2021-03-07 23:49:28,26.5881,127.9761,68.0,94,90,4.61,overcast clouds
454,Severnyy-Kospashskiy,RU,2021-03-07 23:49:28,59.0925,57.8008,-2.99,76,97,3.33,overcast clouds
455,Mazamari,PE,2021-03-07 23:49:28,-11.3258,-74.5308,72.64,82,85,1.59,overcast clouds
456,Teguise,ES,2021-03-07 23:49:29,29.0605,-13.564,62.6,72,40,6.91,scattered clouds
457,Salinopolis,BR,2021-03-07 23:49:30,-0.6136,-47.3561,78.33,87,100,10.2,overcast clouds
458,Belmonte,BR,2021-03-07 23:49:30,-15.8631,-38.8828,78.8,83,0,12.66,clear sky
459,Odesskoye,RU,2021-03-07 23:49:31,54.2111,72.9651,31.06,98,100,21.68,snow
460,Yumen,CN,2021-03-07 23:49:31,40.2833,97.2,30.65,80,7,9.71,clear sky
461,Ishinomaki,JP,2021-03-07 23:49:31,38.4167,141.3,33.8,60,75,5.75,broken clouds
462,Saint Anthony,US,2021-03-07 23:49:32,45.0205,-93.218,62.6,51,20,12.66,few clouds
463,Banjar,ID,2021-03-07 23:49:32,-8.19,114.9675,79.7,75,93,1.48,overcast clouds
464,Sandwick,GB,2021-03-07 23:49:33,60.0,-1.25,41.0,75,75,16.11,broken clouds
465,Karasjok,NO,2021-03-07 23:49:33,69.4719,25.5112,19.4,93,40,9.22,scattered clouds
466,Victor Harbor,AU,2021-03-07 23:49:34,-35.5667,138.6167,68.0,78,43,12.33,scattered clouds
467,Cayenne,GF,2021-03-07 23:49:34,4.9333,-52.3333,79.0,89,40,4.61,scattered clouds
468,Comodoro Rivadavia,AR,2021-03-07 23:44:47,-45.8667,-67.5,60.8,27,0,19.57,clear sky
469,Talnakh,RU,2021-03-07 23:49:35,69.4865,88.3972,-12.01,89,100,4.7,overcast clouds
470,Catamarca,AR,2021-03-07 23:49:35,-28.4696,-65.7852,70.0,80,9,1.99,clear sky
471,Kieta,PG,2021-03-07 23:49:36,-6.2167,155.6333,82.63,70,100,1.88,light rain
472,Luderitz,NA,2021-03-07 23:49:36,-26.6481,15.1594,65.86,63,0,14.38,clear sky
473,Richards Bay,ZA,2021-03-07 23:49:37,-28.783,32.0377,73.04,85,89,8.81,overcast clouds
474,Medicine Hat,CA,2021-03-07 23:47:02,50.0501,-110.6683,51.01,27,20,24.16,few clouds
475,Kaeo,NZ,2021-03-07 23:49:38,-35.1,173.7833,71.01,66,28,4.0,scattered clouds
476,Okhotsk,RU,2021-03-07 23:49:39,59.3833,143.3,-12.03,80,0,13.65,clear sky
477,Asau,RO,2021-03-07 23:49:39,46.4333,26.4,28.4,64,19,5.75,few clouds
478,Zory,PL,2021-03-07 23:49:40,50.0452,18.7006,30.99,82,49,5.41,scattered clouds
479,Nanortalik,GL,2021-03-07 23:49:40,60.1432,-45.2371,29.88,97,100,16.26,light snow
480,College,US,2021-03-07 23:44:43,64.8569,-147.8028,19.0,85,75,1.5,broken clouds
481,Pangnirtung,CA,2021-03-07 23:49:41,66.1451,-65.7125,-4.22,81,9,1.41,clear sky
482,Port Blair,IN,2021-03-07 23:45:16,11.6667,92.75,79.11,77,3,8.41,clear sky
483,Buala,SB,2021-03-07 23:49:42,-8.145,159.5921,84.76,70,100,5.59,light rain
484,Mill Valley,US,2021-03-07 23:49:43,37.906,-122.545,59.0,60,38,5.01,scattered clouds
485,Lagunas,PE,2021-03-07 23:49:43,-5.2269,-75.6753,72.84,98,100,2.73,overcast clouds
486,Sorong,ID,2021-03-07 23:49:44,-0.8833,131.25,82.42,73,89,2.8,overcast clouds
487,San Rafael,AR,2021-03-07 23:49:44,-34.6177,-68.3301,86.41,27,42,10.22,scattered clouds
488,Yamada,JP,2021-03-07 23:49:45,39.4667,141.95,39.61,57,0,1.45,clear sky
489,Agnibilekrou,CI,2021-03-07 23:49:45,7.1344,-3.2047,74.97,92,99,4.94,overcast clouds
490,Cockburn Town,TC,2021-03-07 23:47:06,21.4612,-71.1419,78.8,78,20,4.61,few clouds
491,Birjand,IR,2021-03-07 23:49:46,32.8663,59.2211,35.6,44,0,6.91,clear sky
492,Drochia,MD,2021-03-07 23:49:46,48.035,27.8161,31.86,89,48,5.79,scattered clouds
493,Coahuayana,MX,2021-03-07 23:49:47,18.7333,-103.6833,84.2,42,1,11.5,clear sky
494,Los Alamos,US,2021-03-07 23:49:47,35.8881,-106.307,64.4,18,1,6.91,clear sky
495,Bafra,TR,2021-03-07 23:49:48,41.5678,35.9069,37.4,87,75,3.44,broken clouds
496,Tiznit,MA,2021-03-07 23:49:48,29.5833,-9.5,53.02,89,88,8.21,overcast clouds
497,Pervomayskiy,RU,2021-03-07 23:49:49,53.2485,40.2871,18.52,95,67,12.1,broken clouds
498,Dingzhou,CN,2021-03-07 23:49:49,38.5131,114.9956,28.4,93,1,2.24,mist
499,Manicore,BR,2021-03-07 23:49:50,-5.8092,-61.3003,78.19,81,65,2.48,broken clouds
500,Manaure,CO,2021-03-07 23:49:50,11.7751,-72.4445,81.36,71,83,21.25,broken clouds
501,Gladstone,AU,2021-03-07 23:49:51,-23.85,151.25,82.4,57,75,11.5,light rain
502,Sturgeon Falls,CA,2021-03-07 23:49:52,46.3646,-79.9326,12.2,34,20,4.61,few clouds
503,Kommunisticheskiy,RU,2021-03-07 23:49:52,61.6789,64.4819,-5.35,92,83,2.75,broken clouds
504,Tornio,FI,2021-03-07 23:49:53,65.8481,24.1466,15.8,92,90,3.44,light rain
505,Bergen,NO,2021-03-07 23:49:53,60.392,5.328,32.0,64,0,3.44,clear sky
506,Sobolevo,RU,2021-03-07 23:49:54,54.4299,31.8996,19.92,96,65,11.12,broken clouds
507,Murray Bridge,AU,2021-03-07 23:49:54,-35.1167,139.2667,63.0,74,16,11.79,few clouds
508,Chhapar,IN,2021-03-07 23:49:54,27.8167,74.4,71.04,37,2,9.4,clear sky
509,Snyder,US,2021-03-07 23:46:15,32.7179,-100.9176,64.4,34,1,16.11,clear sky
510,Msanga,TZ,2021-03-07 23:49:55,-6.05,36.0333,64.53,93,41,2.28,scattered clouds
511,Ranong,TH,2021-03-07 23:49:56,9.9658,98.6348,71.6,94,40,4.27,scattered clouds
512,Kalianget,ID,2021-03-07 23:49:56,-7.05,113.9333,79.38,80,99,9.51,overcast clouds
513,Sosnovo-Ozerskoye,RU,2021-03-07 23:49:56,52.5249,111.5418,11.14,96,93,6.76,overcast clouds
514,Ariquemes,BR,2021-03-07 23:49:57,-9.9133,-63.0408,76.91,92,59,1.12,broken clouds
515,Monroe,US,2021-03-07 23:49:25,43.1501,-77.6831,26.6,54,20,6.91,few clouds
516,Khao Yoi,TH,2021-03-07 23:49:58,13.2403,99.8243,77.0,99,8,1.59,clear sky
517,Yurla,RU,2021-03-07 23:49:58,59.3259,54.3223,0.82,94,96,6.13,overcast clouds
518,Walvis Bay,NA,2021-03-07 23:49:58,-22.9575,14.5053,60.8,88,0,11.5,clear sky
519,Amapala,HN,2021-03-07 23:49:59,13.2922,-87.6539,96.8,66,20,3.44,few clouds
520,Asosa,ET,2021-03-07 23:49:59,10.0667,34.5333,68.74,29,46,3.09,scattered clouds
521,Anloga,GH,2021-03-07 23:50:00,5.7947,0.8973,84.2,84,20,13.8,few clouds
522,Deputatskiy,RU,2021-03-07 23:50:00,69.3,139.9,-17.39,87,100,5.66,overcast clouds
523,Roebourne,AU,2021-03-07 23:50:00,-20.7833,117.1333,83.3,69,0,11.01,clear sky
524,Honningsvag,NO,2021-03-07 23:50:01,70.9821,25.9704,29.46,87,93,20.58,overcast clouds
